architecture,recorder_config,benchmark,variant,seed,workload_scale,baseline,measured_or_estimated,bytes,events,replay_success,final_signature_match,event_match,reduction_vs_full_instruction_pct,reduction_vs_full_commit_pct,reduction_vs_snapshot_pct,notes
baseline,baseline,watchdog_timeout_bug,failing,5,stress,full_instruction_trace,ESTIMATED,164064,20508,NA,NA,NA,0.00,50.00,-3905.47,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,watchdog_timeout_bug,failing,5,stress,full_commit_trace,ESTIMATED,328128,20508,NA,NA,NA,-100.00,0.00,-7910.94,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,watchdog_timeout_bug,failing,5,stress,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,97.50,98.75,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,failing,5,stress,v1_full,MEASURED,172158,8198,true,PASS,PASS,-4.93,47.53,-4103.08,MEASURED v1 workload capsule
v2,core,watchdog_timeout_bug,failing,5,stress,v2_core,MEASURED,8,1,true,PASS,PASS,100.00,100.00,99.80,MEASURED v2 exported capsule
v2,hashed,watchdog_timeout_bug,failing,5,stress,v2_hashed,MEASURED,8,1,true,PASS,PASS,100.00,100.00,99.80,MEASURED v2 exported capsule
v2,full,watchdog_timeout_bug,failing,5,stress,v2_full,MEASURED,1928,241,true,PASS,PASS,98.82,99.41,52.93,MEASURED v2 exported capsule
baseline,baseline,watchdog_timeout_bug,fixed,1,long,full_instruction_trace,ESTIMATED,244736,30592,NA,NA,NA,0.00,50.00,-5875.00,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,watchdog_timeout_bug,fixed,1,long,full_commit_trace,ESTIMATED,489472,30592,NA,NA,NA,-100.00,0.00,-11850.00,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,watchdog_timeout_bug,fixed,1,long,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,98.33,99.16,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,1,long,v1_full,MEASURED,86016,4096,true,PASS,PASS,64.85,82.43,-2000.00,MEASURED v1 workload capsule
v2,core,watchdog_timeout_bug,fixed,1,long,v2_core,MEASURED,64,8,true,PASS,PASS,99.97,99.99,98.44,MEASURED v2 exported capsule
v2,hashed,watchdog_timeout_bug,fixed,1,long,v2_hashed,MEASURED,64,8,true,PASS,PASS,99.97,99.99,98.44,MEASURED v2 exported capsule
v2,full,watchdog_timeout_bug,fixed,1,long,v2_full,MEASURED,1984,248,true,PASS,PASS,99.19,99.59,51.56,MEASURED v2 exported capsule
baseline,baseline,watchdog_timeout_bug,fixed,1,medium,full_instruction_trace,ESTIMATED,127784,15973,NA,NA,NA,0.00,50.00,-3019.73,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,watchdog_timeout_bug,fixed,1,medium,full_commit_trace,ESTIMATED,255568,15973,NA,NA,NA,-100.00,0.00,-6139.45,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,watchdog_timeout_bug,fixed,1,medium,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,96.79,98.40,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,1,medium,v1_full,MEASURED,21504,1024,true,PASS,PASS,83.17,91.59,-425.00,MEASURED v1 workload capsule
v2,core,watchdog_timeout_bug,fixed,1,medium,v2_core,MEASURED,64,8,true,PASS,PASS,99.95,99.97,98.44,MEASURED v2 exported capsule
v2,hashed,watchdog_timeout_bug,fixed,1,medium,v2_hashed,MEASURED,64,8,true,PASS,PASS,99.95,99.97,98.44,MEASURED v2 exported capsule
v2,full,watchdog_timeout_bug,fixed,1,medium,v2_full,MEASURED,1984,248,true,PASS,PASS,98.45,99.22,51.56,MEASURED v2 exported capsule
baseline,baseline,watchdog_timeout_bug,fixed,1,short,full_instruction_trace,ESTIMATED,25216,3152,NA,NA,NA,0.00,50.00,-515.62,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,watchdog_timeout_bug,fixed,1,short,full_commit_trace,ESTIMATED,50432,3152,NA,NA,NA,-100.00,0.00,-1131.25,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,watchdog_timeout_bug,fixed,1,short,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,83.76,91.88,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,1,short,v1_full,MEASURED,5376,256,true,PASS,PASS,78.68,89.34,-31.25,MEASURED v1 workload capsule
v2,core,watchdog_timeout_bug,fixed,1,short,v2_core,MEASURED,64,8,true,PASS,PASS,99.75,99.87,98.44,MEASURED v2 exported capsule
v2,hashed,watchdog_timeout_bug,fixed,1,short,v2_hashed,MEASURED,64,8,true,PASS,PASS,99.75,99.87,98.44,MEASURED v2 exported capsule
v2,full,watchdog_timeout_bug,fixed,1,short,v2_full,MEASURED,1984,248,true,PASS,PASS,92.13,96.07,51.56,MEASURED v2 exported capsule
baseline,baseline,watchdog_timeout_bug,fixed,1,smoke,full_instruction_trace,ESTIMATED,13240,1655,NA,NA,NA,0.00,50.00,-223.24,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,watchdog_timeout_bug,fixed,1,smoke,full_commit_trace,ESTIMATED,26480,1655,NA,NA,NA,-100.00,0.00,-546.48,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,watchdog_timeout_bug,fixed,1,smoke,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,69.06,84.53,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,1,smoke,v1_full,MEASURED,5376,256,true,PASS,PASS,59.40,79.70,-31.25,MEASURED v1 workload capsule
v2,core,watchdog_timeout_bug,fixed,1,smoke,v2_core,MEASURED,64,8,true,PASS,PASS,99.52,99.76,98.44,MEASURED v2 exported capsule
v2,hashed,watchdog_timeout_bug,fixed,1,smoke,v2_hashed,MEASURED,64,8,true,PASS,PASS,99.52,99.76,98.44,MEASURED v2 exported capsule
v2,full,watchdog_timeout_bug,fixed,1,smoke,v2_full,MEASURED,1920,240,true,PASS,PASS,85.50,92.75,53.12,MEASURED v2 exported capsule
baseline,baseline,watchdog_timeout_bug,fixed,1,stress,full_instruction_trace,ESTIMATED,445864,55733,NA,NA,NA,0.00,50.00,-10785.35,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,watchdog_timeout_bug,fixed,1,stress,full_commit_trace,ESTIMATED,891728,55733,NA,NA,NA,-100.00,0.00,-21670.70,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,watchdog_timeout_bug,fixed,1,stress,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,99.08,99.54,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,1,stress,v1_full,MEASURED,344064,16384,true,PASS,PASS,22.83,61.42,-8300.00,MEASURED v1 workload capsule
v2,core,watchdog_timeout_bug,fixed,1,stress,v2_core,MEASURED,64,8,true,PASS,PASS,99.99,99.99,98.44,MEASURED v2 exported capsule
v2,hashed,watchdog_timeout_bug,fixed,1,stress,v2_hashed,MEASURED,64,8,true,PASS,PASS,99.99,99.99,98.44,MEASURED v2 exported capsule
v2,full,watchdog_timeout_bug,fixed,1,stress,v2_full,MEASURED,1984,248,true,PASS,PASS,99.56,99.78,51.56,MEASURED v2 exported capsule
baseline,baseline,watchdog_timeout_bug,fixed,2,long,full_instruction_trace,ESTIMATED,244736,30592,NA,NA,NA,0.00,50.00,-5875.00,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,watchdog_timeout_bug,fixed,2,long,full_commit_trace,ESTIMATED,489472,30592,NA,NA,NA,-100.00,0.00,-11850.00,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,watchdog_timeout_bug,fixed,2,long,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,98.33,99.16,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,2,long,v1_full,MEASURED,86016,4096,true,PASS,PASS,64.85,82.43,-2000.00,MEASURED v1 workload capsule
v2,core,watchdog_timeout_bug,fixed,2,long,v2_core,MEASURED,64,8,true,PASS,PASS,99.97,99.99,98.44,MEASURED v2 exported capsule
v2,hashed,watchdog_timeout_bug,fixed,2,long,v2_hashed,MEASURED,64,8,true,PASS,PASS,99.97,99.99,98.44,MEASURED v2 exported capsule
v2,full,watchdog_timeout_bug,fixed,2,long,v2_full,MEASURED,1984,248,true,PASS,PASS,99.19,99.59,51.56,MEASURED v2 exported capsule
baseline,baseline,watchdog_timeout_bug,fixed,2,medium,full_instruction_trace,ESTIMATED,127784,15973,NA,NA,NA,0.00,50.00,-3019.73,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,watchdog_timeout_bug,fixed,2,medium,full_commit_trace,ESTIMATED,255568,15973,NA,NA,NA,-100.00,0.00,-6139.45,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,watchdog_timeout_bug,fixed,2,medium,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,96.79,98.40,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,2,medium,v1_full,MEASURED,21504,1024,true,PASS,PASS,83.17,91.59,-425.00,MEASURED v1 workload capsule
v2,core,watchdog_timeout_bug,fixed,2,medium,v2_core,MEASURED,64,8,true,PASS,PASS,99.95,99.97,98.44,MEASURED v2 exported capsule
v2,hashed,watchdog_timeout_bug,fixed,2,medium,v2_hashed,MEASURED,64,8,true,PASS,PASS,99.95,99.97,98.44,MEASURED v2 exported capsule
v2,full,watchdog_timeout_bug,fixed,2,medium,v2_full,MEASURED,1984,248,true,PASS,PASS,98.45,99.22,51.56,MEASURED v2 exported capsule
baseline,baseline,watchdog_timeout_bug,fixed,2,short,full_instruction_trace,ESTIMATED,25216,3152,NA,NA,NA,0.00,50.00,-515.62,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,watchdog_timeout_bug,fixed,2,short,full_commit_trace,ESTIMATED,50432,3152,NA,NA,NA,-100.00,0.00,-1131.25,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,watchdog_timeout_bug,fixed,2,short,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,83.76,91.88,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,2,short,v1_full,MEASURED,5376,256,true,PASS,PASS,78.68,89.34,-31.25,MEASURED v1 workload capsule
v2,core,watchdog_timeout_bug,fixed,2,short,v2_core,MEASURED,64,8,true,PASS,PASS,99.75,99.87,98.44,MEASURED v2 exported capsule
v2,hashed,watchdog_timeout_bug,fixed,2,short,v2_hashed,MEASURED,64,8,true,PASS,PASS,99.75,99.87,98.44,MEASURED v2 exported capsule
v2,full,watchdog_timeout_bug,fixed,2,short,v2_full,MEASURED,1984,248,true,PASS,PASS,92.13,96.07,51.56,MEASURED v2 exported capsule
baseline,baseline,watchdog_timeout_bug,fixed,2,smoke,full_instruction_trace,ESTIMATED,13240,1655,NA,NA,NA,0.00,50.00,-223.24,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,watchdog_timeout_bug,fixed,2,smoke,full_commit_trace,ESTIMATED,26480,1655,NA,NA,NA,-100.00,0.00,-546.48,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,watchdog_timeout_bug,fixed,2,smoke,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,69.06,84.53,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,2,smoke,v1_full,MEASURED,5376,256,true,PASS,PASS,59.40,79.70,-31.25,MEASURED v1 workload capsule
v2,core,watchdog_timeout_bug,fixed,2,smoke,v2_core,MEASURED,64,8,true,PASS,PASS,99.52,99.76,98.44,MEASURED v2 exported capsule
v2,hashed,watchdog_timeout_bug,fixed,2,smoke,v2_hashed,MEASURED,64,8,true,PASS,PASS,99.52,99.76,98.44,MEASURED v2 exported capsule
v2,full,watchdog_timeout_bug,fixed,2,smoke,v2_full,MEASURED,1920,240,true,PASS,PASS,85.50,92.75,53.12,MEASURED v2 exported capsule
baseline,baseline,watchdog_timeout_bug,fixed,2,stress,full_instruction_trace,ESTIMATED,445864,55733,NA,NA,NA,0.00,50.00,-10785.35,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,watchdog_timeout_bug,fixed,2,stress,full_commit_trace,ESTIMATED,891728,55733,NA,NA,NA,-100.00,0.00,-21670.70,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,watchdog_timeout_bug,fixed,2,stress,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,99.08,99.54,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,2,stress,v1_full,MEASURED,344064,16384,true,PASS,PASS,22.83,61.42,-8300.00,MEASURED v1 workload capsule
v2,core,watchdog_timeout_bug,fixed,2,stress,v2_core,MEASURED,64,8,true,PASS,PASS,99.99,99.99,98.44,MEASURED v2 exported capsule
v2,hashed,watchdog_timeout_bug,fixed,2,stress,v2_hashed,MEASURED,64,8,true,PASS,PASS,99.99,99.99,98.44,MEASURED v2 exported capsule
v2,full,watchdog_timeout_bug,fixed,2,stress,v2_full,MEASURED,1984,248,true,PASS,PASS,99.56,99.78,51.56,MEASURED v2 exported capsule
baseline,baseline,watchdog_timeout_bug,fixed,3,long,full_instruction_trace,ESTIMATED,244736,30592,NA,NA,NA,0.00,50.00,-5875.00,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,watchdog_timeout_bug,fixed,3,long,full_commit_trace,ESTIMATED,489472,30592,NA,NA,NA,-100.00,0.00,-11850.00,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,watchdog_timeout_bug,fixed,3,long,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,98.33,99.16,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,3,long,v1_full,MEASURED,86016,4096,true,PASS,PASS,64.85,82.43,-2000.00,MEASURED v1 workload capsule
v2,core,watchdog_timeout_bug,fixed,3,long,v2_core,MEASURED,64,8,true,PASS,PASS,99.97,99.99,98.44,MEASURED v2 exported capsule
v2,hashed,watchdog_timeout_bug,fixed,3,long,v2_hashed,MEASURED,64,8,true,PASS,PASS,99.97,99.99,98.44,MEASURED v2 exported capsule
v2,full,watchdog_timeout_bug,fixed,3,long,v2_full,MEASURED,1984,248,true,PASS,PASS,99.19,99.59,51.56,MEASURED v2 exported capsule
baseline,baseline,watchdog_timeout_bug,fixed,3,medium,full_instruction_trace,ESTIMATED,127784,15973,NA,NA,NA,0.00,50.00,-3019.73,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,watchdog_timeout_bug,fixed,3,medium,full_commit_trace,ESTIMATED,255568,15973,NA,NA,NA,-100.00,0.00,-6139.45,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,watchdog_timeout_bug,fixed,3,medium,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,96.79,98.40,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,3,medium,v1_full,MEASURED,21504,1024,true,PASS,PASS,83.17,91.59,-425.00,MEASURED v1 workload capsule
v2,core,watchdog_timeout_bug,fixed,3,medium,v2_core,MEASURED,64,8,true,PASS,PASS,99.95,99.97,98.44,MEASURED v2 exported capsule
v2,hashed,watchdog_timeout_bug,fixed,3,medium,v2_hashed,MEASURED,64,8,true,PASS,PASS,99.95,99.97,98.44,MEASURED v2 exported capsule
v2,full,watchdog_timeout_bug,fixed,3,medium,v2_full,MEASURED,1984,248,true,PASS,PASS,98.45,99.22,51.56,MEASURED v2 exported capsule
baseline,baseline,watchdog_timeout_bug,fixed,3,short,full_instruction_trace,ESTIMATED,25216,3152,NA,NA,NA,0.00,50.00,-515.62,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,watchdog_timeout_bug,fixed,3,short,full_commit_trace,ESTIMATED,50432,3152,NA,NA,NA,-100.00,0.00,-1131.25,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,watchdog_timeout_bug,fixed,3,short,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,83.76,91.88,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,3,short,v1_full,MEASURED,5376,256,true,PASS,PASS,78.68,89.34,-31.25,MEASURED v1 workload capsule
v2,core,watchdog_timeout_bug,fixed,3,short,v2_core,MEASURED,64,8,true,PASS,PASS,99.75,99.87,98.44,MEASURED v2 exported capsule
v2,hashed,watchdog_timeout_bug,fixed,3,short,v2_hashed,MEASURED,64,8,true,PASS,PASS,99.75,99.87,98.44,MEASURED v2 exported capsule
v2,full,watchdog_timeout_bug,fixed,3,short,v2_full,MEASURED,1984,248,true,PASS,PASS,92.13,96.07,51.56,MEASURED v2 exported capsule
baseline,baseline,watchdog_timeout_bug,fixed,3,smoke,full_instruction_trace,ESTIMATED,13240,1655,NA,NA,NA,0.00,50.00,-223.24,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,watchdog_timeout_bug,fixed,3,smoke,full_commit_trace,ESTIMATED,26480,1655,NA,NA,NA,-100.00,0.00,-546.48,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,watchdog_timeout_bug,fixed,3,smoke,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,69.06,84.53,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,3,smoke,v1_full,MEASURED,5376,256,true,PASS,PASS,59.40,79.70,-31.25,MEASURED v1 workload capsule
v2,core,watchdog_timeout_bug,fixed,3,smoke,v2_core,MEASURED,64,8,true,PASS,PASS,99.52,99.76,98.44,MEASURED v2 exported capsule
v2,hashed,watchdog_timeout_bug,fixed,3,smoke,v2_hashed,MEASURED,64,8,true,PASS,PASS,99.52,99.76,98.44,MEASURED v2 exported capsule
v2,full,watchdog_timeout_bug,fixed,3,smoke,v2_full,MEASURED,1920,240,true,PASS,PASS,85.50,92.75,53.12,MEASURED v2 exported capsule
baseline,baseline,watchdog_timeout_bug,fixed,3,stress,full_instruction_trace,ESTIMATED,445864,55733,NA,NA,NA,0.00,50.00,-10785.35,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,watchdog_timeout_bug,fixed,3,stress,full_commit_trace,ESTIMATED,891728,55733,NA,NA,NA,-100.00,0.00,-21670.70,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,watchdog_timeout_bug,fixed,3,stress,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,99.08,99.54,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,3,stress,v1_full,MEASURED,344064,16384,true,PASS,PASS,22.83,61.42,-8300.00,MEASURED v1 workload capsule
v2,core,watchdog_timeout_bug,fixed,3,stress,v2_core,MEASURED,64,8,true,PASS,PASS,99.99,99.99,98.44,MEASURED v2 exported capsule
v2,hashed,watchdog_timeout_bug,fixed,3,stress,v2_hashed,MEASURED,64,8,true,PASS,PASS,99.99,99.99,98.44,MEASURED v2 exported capsule
v2,full,watchdog_timeout_bug,fixed,3,stress,v2_full,MEASURED,1984,248,true,PASS,PASS,99.56,99.78,51.56,MEASURED v2 exported capsule
baseline,baseline,watchdog_timeout_bug,fixed,4,long,full_instruction_trace,ESTIMATED,244736,30592,NA,NA,NA,0.00,50.00,-5875.00,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,watchdog_timeout_bug,fixed,4,long,full_commit_trace,ESTIMATED,489472,30592,NA,NA,NA,-100.00,0.00,-11850.00,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,watchdog_timeout_bug,fixed,4,long,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,98.33,99.16,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,4,long,v1_full,MEASURED,86016,4096,true,PASS,PASS,64.85,82.43,-2000.00,MEASURED v1 workload capsule
v2,core,watchdog_timeout_bug,fixed,4,long,v2_core,MEASURED,64,8,true,PASS,PASS,99.97,99.99,98.44,MEASURED v2 exported capsule
v2,hashed,watchdog_timeout_bug,fixed,4,long,v2_hashed,MEASURED,64,8,true,PASS,PASS,99.97,99.99,98.44,MEASURED v2 exported capsule
v2,full,watchdog_timeout_bug,fixed,4,long,v2_full,MEASURED,1984,248,true,PASS,PASS,99.19,99.59,51.56,MEASURED v2 exported capsule
baseline,baseline,watchdog_timeout_bug,fixed,4,medium,full_instruction_trace,ESTIMATED,127784,15973,NA,NA,NA,0.00,50.00,-3019.73,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,watchdog_timeout_bug,fixed,4,medium,full_commit_trace,ESTIMATED,255568,15973,NA,NA,NA,-100.00,0.00,-6139.45,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,watchdog_timeout_bug,fixed,4,medium,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,96.79,98.40,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,4,medium,v1_full,MEASURED,21504,1024,true,PASS,PASS,83.17,91.59,-425.00,MEASURED v1 workload capsule
v2,core,watchdog_timeout_bug,fixed,4,medium,v2_core,MEASURED,64,8,true,PASS,PASS,99.95,99.97,98.44,MEASURED v2 exported capsule
v2,hashed,watchdog_timeout_bug,fixed,4,medium,v2_hashed,MEASURED,64,8,true,PASS,PASS,99.95,99.97,98.44,MEASURED v2 exported capsule
v2,full,watchdog_timeout_bug,fixed,4,medium,v2_full,MEASURED,1984,248,true,PASS,PASS,98.45,99.22,51.56,MEASURED v2 exported capsule
baseline,baseline,watchdog_timeout_bug,fixed,4,short,full_instruction_trace,ESTIMATED,25216,3152,NA,NA,NA,0.00,50.00,-515.62,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,watchdog_timeout_bug,fixed,4,short,full_commit_trace,ESTIMATED,50432,3152,NA,NA,NA,-100.00,0.00,-1131.25,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,watchdog_timeout_bug,fixed,4,short,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,83.76,91.88,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,4,short,v1_full,MEASURED,5376,256,true,PASS,PASS,78.68,89.34,-31.25,MEASURED v1 workload capsule
v2,core,watchdog_timeout_bug,fixed,4,short,v2_core,MEASURED,64,8,true,PASS,PASS,99.75,99.87,98.44,MEASURED v2 exported capsule
v2,hashed,watchdog_timeout_bug,fixed,4,short,v2_hashed,MEASURED,64,8,true,PASS,PASS,99.75,99.87,98.44,MEASURED v2 exported capsule
v2,full,watchdog_timeout_bug,fixed,4,short,v2_full,MEASURED,1984,248,true,PASS,PASS,92.13,96.07,51.56,MEASURED v2 exported capsule
baseline,baseline,watchdog_timeout_bug,fixed,4,smoke,full_instruction_trace,ESTIMATED,13240,1655,NA,NA,NA,0.00,50.00,-223.24,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,watchdog_timeout_bug,fixed,4,smoke,full_commit_trace,ESTIMATED,26480,1655,NA,NA,NA,-100.00,0.00,-546.48,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,watchdog_timeout_bug,fixed,4,smoke,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,69.06,84.53,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,4,smoke,v1_full,MEASURED,5376,256,true,PASS,PASS,59.40,79.70,-31.25,MEASURED v1 workload capsule
v2,core,watchdog_timeout_bug,fixed,4,smoke,v2_core,MEASURED,64,8,true,PASS,PASS,99.52,99.76,98.44,MEASURED v2 exported capsule
v2,hashed,watchdog_timeout_bug,fixed,4,smoke,v2_hashed,MEASURED,64,8,true,PASS,PASS,99.52,99.76,98.44,MEASURED v2 exported capsule
v2,full,watchdog_timeout_bug,fixed,4,smoke,v2_full,MEASURED,1920,240,true,PASS,PASS,85.50,92.75,53.12,MEASURED v2 exported capsule
baseline,baseline,watchdog_timeout_bug,fixed,4,stress,full_instruction_trace,ESTIMATED,445864,55733,NA,NA,NA,0.00,50.00,-10785.35,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,baseline,watchdog_timeout_bug,fixed,4,stress,full_commit_trace,ESTIMATED,891728,55733,NA,NA,NA,-100.00,0.00,-21670.70,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,baseline,watchdog_timeout_bug,fixed,4,stress,snapshot_at_failure,ESTIMATED,4096,1,NA,NA,NA,99.08,99.54,0.00,ESTIMATED fixed 4KiB state snapshot
v1,full,watchdog_timeout_bug,fixed,4,stress,v1_full,MEASURED,344064,16384,true,PASS,PASS,22.83,61.42,-8300.00,MEASURED v1 workload capsule
v2,core,watchdog_timeout_bug,fixed,4,stress,v2_core,MEASURED,64,8,true,PASS,PASS,99.99,99.99,98.44,MEASURED v2 exported capsule
